1,0,210,1.0112,0
1,0,0,6.6432,0
1,0,0,9.2032,0
1,12,0,5.1072,0
1,20,0,2.6752,0
1,0,0,0,0
1,20,0,5.1072,0
1,40,0,2.1632,0
1,26,0,0,0
1,34,0,7.1552,0
1,0,0,5.1072,0
1,0,0,1.0112,0
1,22,0,2.0352,0
1,0,0,14.5792,0
1,49,0,6.1312,0
1,0,0,7.9232,0
1,11,0,5.1072,0
1,4,213,3.5712,0
1,61,187,1.0112,0
1,0,0,8.9472,0
1,0,0,3.6992,0
1,49,1937,19.8272,0
1,0,0,5.1072,0
1,13,0,5.1072,0
1,0,0,5.1072,0
1,13,0,8.9472,0
1,16,183,24.3072,0
1,50,0,11.8912,0
1,0,44,2.6752,0
1,0,0,7.4112,0
1,2,7,0,0
1,0,0,2.5472,0
1,18,0,6.1312,0
1,24,0,1.2672,0
1,9,0,7.1552,0
1,0,80,0,0
1,0,0,30.4512,0
1,0,0,8.9472,0
1,28,0,9.2032,0
1,20,603,5.1072,0
6,16,320,21.7472,0
1,13,0,14.0672,0
1,21,0,8.9472,0
1,0,0,2.6752,0
1,3,0,2.1632,0
1,14,0,3.5712,0
6,60,712,25.5872,1
1,21,0,6.6432,0
1,5,0,1.0112,0
1,60,0,1.0112,0
1,14,0,19.1872,0
1,0,0,8.9472,0
1,0,0,5.1072,0
1,31,0,6.3872,0
1,0,0,5.1072,0
1,38,0,14.5792,0
1,18,0,7.4112,0
1,0,0,1.0112,0
1,41,0,1.0112,0
1,0,0,5.1072,0
1,0,0,5.1072,0
1,0,0,5.1072,0
1,0,42,0,0
1,0,0,5.1072,0
1,35,0,4.4672,0
1,0,0,8.9472,0
1,22,0,14.0672,0
1,0,0,9.2032,0
1,0,0,6.6432,0
1,0,0,12.7872,0
1,0,0,8.9472,0
1,8,0,7.9232,0
1,23,0,3.6992,0
1,1,0,2.0352,0
1,24,0,7.4112,0
1,0,0,6.6432,0
1,0,0,5.1072,0
1,0,0,8.9472,0
1,24,256,2.5472,0
1,0,24,0,0
1,20,0,5.1072,0
1,15,53,5.1072,0
1,0,0,0,0
1,30,223,5.1072,0
1,60,0,8.9472,0
1,31,0,2.0352,0
1,0,0,1.0112,0
1,10,0,1.0112,0
1,9,0,1.0112,0
1,0,0,24.3072,0
1,21,0,2.6752,0
1,50,17,9.2032,0
1,0,0,14.0672,0
1,8,0,1.0112,0
1,17,14,0,0
1,0,0,14.5792,0
1,25,0,3.5712,0
1,12,0,3.1872,0
1,0,0,2.1632,0
1,0,2,5.4912,0
1,0,12,0,0
1,11,0,9.2032,0
1,0,0,0,0
1,0,0,14.0672,0
1,0,0,0,0
1,24,0,7.4112,0
1,39,445,2.1632,0
1,27,139,0,1
1,0,0,3.6992,0
1,57,0,2.1632,0
1,15,0,8.9472,0
1,20,0,15.04,0
1,0,0,13.1712,0
1,19,0,6.6432,0
1,0,0,0,0
1,7,0,1.0112,0
1,0,0,2.1632,0
1,0,0,14.0672,0
1,86,2902,12.7872,0
1,0,0,14.5792,0
1,0,0,8.9472,0
1,0,0,2.8928,0
1,0,0,0,0
1,35,0,1.0112,0
1,0,0,1.0112,0
1,20,268,6.3872,0
1,4,0,7.6672,0
1,15,0,14.0672,0
1,0,0,0,0
1,348,0,2.6752,0
1,0,0,2.1632,0
1,0,0,2.1632,0
1,18,269,2.5472,0
1,8,0,6.6432,0
1,0,0,5.1072,0
1,0,0,17.9072,0
1,0,0,6.1312,0
1,47,285,1.0112,0
1,6,0,6.6432,0
1,0,0,14.5792,0
1,0,0,2.1632,0
1,0,285,1.0112,0
1,24,0,9.2032,0
1,63,206,6.1312,0
1,0,0,9.2032,0
1,10,184,13.1712,0
1,0,680,19.1872,0
1,8,337,1.0112,0
1,0,0,5.1072,0
1,0,0,3.1872,0
1,37,0,11.8912,0
1,12,19,5.1072,0
1,1,0,35.5712,0
1,0,0,2.1632,0
1,49,2819,8.9472,0
1,11,0,11.5072,0
1,0,0,5.1072,0
